archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	1	1	0.500000
correctness	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	1	0	1.000000
generic	code-quality	1	2	1	0	0.500000
dyn-dyn-probe-clamp	correctness	1	1	1	0	1.000000
dyn-dyn-probe-clamp-codex	correctness	1	0	0	0	n/a
dyn-dyn-design-wait-contract	architecture	1	2	0	2	0.000000
dyn-dyn-design-wait-contract-codex	architecture	1	0	0	0	n/a
