archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-race-guard	correctness	1	1	1	0	1.000000
dyn-race-guard-codex	correctness	1	0	0	0	n/a
dyn-harness-wiring	risk-integration	1	3	0	3	0.000000
dyn-harness-wiring-codex	risk-integration	1	0	0	0	n/a
