archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	3	2	0	0.666667
correctness	correctness	1	2	2	0	1.000000
testing	risk-integration	1	4	4	0	1.000000
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	3	3	0	1.000000
dyn-bash32-shell	correctness	1	0	0	0	n/a
dyn-routing-contract	risk-integration	1	0	0	0	n/a
dyn-exit2-streams	risk-integration	1	1	1	0	1.000000
dyn-dirty-resume	architecture	1	0	0	0	n/a
