archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	1	1	0	1.000000
correctness	correctness	1	6	6	0	1.000000
testing	risk-integration	1	4	4	0	1.000000
security	security	1	2	0	0	0.000000
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	5	5	0	1.000000
dyn-warn-replay	correctness	2	2	2	0	1.000000
dyn-driver-exit-contract	architecture	2	3	2	0	0.666667
dyn-prune-invariants	correctness	1	1	1	0	1.000000
dyn-bash32-compat	correctness	1	0	0	0	n/a
dyn-render-env-binding	correctness	1	1	1	0	1.000000
