archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	0	0	0	n/a
correctness	correctness	1	2	1	0	0.500000
testing	risk-integration	1	2	2	0	1.000000
security	security	1	2	0	1	0.000000
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	2	2	0	1.000000
dyn-bash-fence	correctness	1	1	0	0	0.000000
dyn-trailer-spoofing	security	1	2	0	0	0.000000
dyn-fd-quiet	architecture	1	1	1	0	1.000000
dyn-classification-gates	risk-integration	1	0	0	0	n/a
dyn-resume-state	risk-integration	1	2	2	0	1.000000
