archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	7	5	2	0.714286
correctness	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	0	2	0.000000
testing	risk-integration	1	4	4	0	1.000000
testing	risk-integration	1	1	0	1	0.000000
dyn-dyn-env-ctx	correctness	1	2	1	1	0.500000
dyn-dyn-env-ctx-codex	correctness	1	0	0	0	n/a
dyn-dyn-quiet-routing	risk-integration	1	3	2	0	0.666667
dyn-dyn-quiet-routing-codex	risk-integration	1	0	0	0	n/a
