archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	0	3	0.000000
correctness	correctness	1	1	0	1	0.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	2	0	2	0.000000
generic	code-quality	1	0	0	0	n/a
dyn-dyn-step4-mode	correctness	1	2	0	2	0.000000
dyn-dyn-step4-mode-codex	correctness	1	0	0	0	n/a
dyn-dyn-settle-contract	risk-integration	1	2	0	2	0.000000
dyn-dyn-settle-contract-codex	risk-integration	1	0	0	0	n/a
dyn-dyn-structure-pins	correctness	1	4	1	3	0.250000
dyn-dyn-structure-pins-codex	correctness	1	0	0	0	n/a
