archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	4	0	2	0.000000
testing	risk-integration	1	2	2	0	1.000000
dyn-dyn-io-parity	correctness	1	0	0	0	n/a
dyn-dyn-io-parity-codex	correctness	1	0	0	0	n/a
dyn-dyn-atomic-safety	security	1	1	1	0	1.000000
dyn-dyn-atomic-safety-codex	security	1	0	0	0	n/a
