archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	6	6	0	1.000000
edge-cases	correctness	1	4	3	1	0.750000
edge-cases	correctness	1	3	3	0	1.000000
testing	risk-integration	1	6	5	1	0.833333
testing	risk-integration	1	2	2	0	1.000000
dyn-checks-port	correctness	1	4	4	0	1.000000
dyn-checks-port-codex	correctness	1	0	0	0	n/a
dyn-ship-cutover	risk-integration	1	5	5	0	1.000000
dyn-ship-cutover-codex	risk-integration	1	0	0	0	n/a
