archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-dyn-stdout-contract	correctness	1	0	0	0	n/a
dyn-dyn-stdout-contract-codex	correctness	1	0	0	0	n/a
dyn-dyn-step8-routing	risk-integration	1	3	2	0	0.666667
dyn-dyn-step8-routing-codex	risk-integration	1	0	0	0	n/a
