v1	mark	1779682842	design	design Step 1c — questions	-	-	-	-	-	-	-	-
v1	mark	1779684064	design	design Step 1d — discussion r1	-	-	-	-	-	-	-	-
v1	mark	1779684069	design	design Step 1e — gate A	-	-	-	-	-	-	-	-
v1	mark	1779684134	design	design Step 2a — sketches	-	-	-	-	-	-	-	-
v1	mark	1779684141	design	design Step 2b — plan	-	-	-	-	-	-	-	-
v1	mark	1779684258	design	design Step 3 — plan review	-	-	-	-	-	-	-	-
v1	mark	1779684303	design	design Step 3.5 — gate B	-	-	-	-	-	-	-	-
v1	mark	1779684308	design	design Step 3b — arch diagram	-	-	-	-	-	-	-	-
v1	mark	1779684339	design	design Step 4 — rejected findings	-	-	-	-	-	-	-	-
v1	mark	1779684344	design	design Step 4b — gate C	-	-	-	-	-	-	-	-
v1	mark	1779684379	design	design Step 5 — finalize	-	-	-	-	-	-	-	-
