archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	7	4	0	0.571429
correctness	correctness	1	4	3	0	0.750000
testing	risk-integration	1	6	2	0	0.333333
security	security	1	3	1	0	0.333333
edge-cases	correctness	1	6	5	0	0.833333
plan-fidelity	architecture	1	6	5	0	0.833333
dyn-stdout-fd2-isolation	correctness	2	0	0	0	n/a
dyn-sidecar-lifecycle	architecture	2	3	3	0	1.000000
dyn-bash-hook-correctness	correctness	1	6	5	0	0.833333
dyn-debug-artifact-leak	risk-integration	1	1	1	0	1.000000
