archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	2	0	0.500000
correctness	correctness	1	5	3	0	0.600000
testing	risk-integration	1	6	4	0	0.666667
security	security	1	2	0	0	0.000000
edge-cases	correctness	1	5	1	0	0.200000
plan-fidelity	architecture	1	2	1	0	0.500000
dyn-bash-state	correctness	1	3	1	0	0.333333
dyn-teardown-boundary	risk-integration	1	1	1	0	1.000000
dyn-bash32	code-quality	1	2	1	0	0.500000
dyn-harness-wiring	risk-integration	1	2	2	0	1.000000
