archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	6	4	1	0.666667
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	5	2	2	0.400000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	3	1	2	0.333333
testing	risk-integration	1	2	2	0	1.000000
dyn-hook-enforcement	risk-integration	1	6	4	2	0.666667
dyn-hook-enforcement-codex	risk-integration	1	0	0	0	n/a
dyn-design-wait-contract	correctness	1	8	3	2	0.375000
dyn-design-wait-contract-codex	correctness	1	0	0	0	n/a
