archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	1	0	0	0.000000
security	security	1	1	0	0	0.000000
correctness	correctness	1	6	3	2	0.500000
correctness	correctness	1	4	3	1	0.750000
edge-cases	correctness	1	3	2	1	0.666667
edge-cases	correctness	1	3	3	0	1.000000
testing	risk-integration	1	4	2	1	0.500000
testing	risk-integration	1	2	2	0	1.000000
dyn-drafter-integration	risk-integration	1	5	2	2	0.400000
dyn-drafter-integration-codex	risk-integration	1	0	0	0	n/a
dyn-contract-separation	architecture	1	4	0	3	0.000000
dyn-contract-separation-codex	architecture	1	0	0	0	n/a
