archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	3	1	0	0.333333
correctness	correctness	1	2	1	0	0.500000
testing	risk-integration	1	4	4	0	1.000000
security	security	1	2	1	0	0.500000
edge-cases	correctness	1	3	3	0	1.000000
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-repo-binding	risk-integration	1	2	2	0	1.000000
dyn-publish-state	correctness	1	2	2	0	1.000000
dyn-summary-renderer	correctness	1	3	2	0	0.666667
dyn-shell-boundary	security	1	1	1	0	1.000000
