archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	2	0	1.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	2	2	0	1.000000
dyn-background-migration-parity	risk-integration	1	4	4	0	1.000000
dyn-background-migration-parity-codex	risk-integration	1	0	0	0	n/a
dyn-timeout-tier-calibration	correctness	1	4	3	0	0.750000
dyn-timeout-tier-calibration-codex	correctness	1	0	0	0	n/a
dyn-background-resume-state	architecture	1	2	2	0	1.000000
dyn-background-resume-state-codex	architecture	1	0	0	0	n/a
