archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	3	0	0.500000
correctness	correctness	1	3	2	0	0.666667
testing	risk-integration	1	5	5	0	1.000000
security	security	1	1	1	0	1.000000
edge-cases	correctness	1	3	1	0	0.333333
plan-fidelity	architecture	1	2	2	0	1.000000
dyn-publish-lifecycle	correctness	1	2	1	0	0.500000
dyn-repo-boundary	security	1	2	2	0	1.000000
dyn-pause-recovery	risk-integration	1	2	1	0	0.500000
dyn-summary-contracts	architecture	1	3	3	0	1.000000
