archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	3	3	0	1.000000
correctness	correctness	1	0	0	0	n/a
testing	risk-integration	1	3	2	0	0.666667
security	security	1	1	0	0	0.000000
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-waterfall-routing	correctness	1	0	0	0	n/a
dyn-rotation-policy	risk-integration	1	2	2	0	1.000000
dyn-python-parity	architecture	1	0	0	0	n/a
dyn-hermetic-harness	risk-integration	1	0	0	0	n/a
dyn-doc-topology	code-quality	1	4	4	0	1.000000
