archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	2	1	0.666667
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	3	2	1	0.666667
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	3	2	1	0.666667
testing	risk-integration	1	2	2	0	1.000000
dyn-checkpoint-parity	correctness	1	1	1	0	1.000000
dyn-checkpoint-parity-codex	correctness	1	0	0	0	n/a
dyn-migration-surface	risk-integration	1	2	1	1	0.500000
dyn-migration-surface-codex	risk-integration	1	0	0	0	n/a
dyn-step7a-harness	correctness	1	2	0	2	0.000000
dyn-step7a-harness-codex	correctness	1	0	0	0	n/a
