archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	5	3	1	0.600000
correctness	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	4	3	1	0.750000
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
dyn-migration-parity	architecture	1	2	2	0	1.000000
dyn-migration-parity-codex	architecture	1	0	0	0	n/a
dyn-shell-cutover-safety	risk-integration	1	2	2	0	1.000000
dyn-shell-cutover-safety-codex	risk-integration	1	0	0	0	n/a
dyn-io-stream-routing	architecture	1	1	1	0	1.000000
dyn-io-stream-routing-codex	architecture	1	0	0	0	n/a
