archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	1	0	1	0.000000
testing	risk-integration	1	1	0	0	0.000000
dyn-checkpoint-hardening	risk-integration	1	4	0	3	0.000000
dyn-checkpoint-hardening-codex	risk-integration	1	0	0	0	n/a
dyn-harness-parity	correctness	1	0	0	0	n/a
dyn-harness-parity-codex	correctness	1	0	0	0	n/a
