archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	0	2	0.000000
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	0	0	0.000000
dyn-cutoff-timing	correctness	1	3	1	2	0.333333
dyn-cutoff-timing-codex	correctness	1	0	0	0	n/a
dyn-coverage-gates	risk-integration	1	1	1	0	1.000000
dyn-coverage-gates-codex	risk-integration	1	0	0	0	n/a
