archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	3	0	1.000000
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	1	0	1	0.000000
dyn-calibration-parity	correctness	1	2	2	0	1.000000
dyn-calibration-parity-codex	correctness	1	0	0	0	n/a
dyn-legacy-tsv-schemas	risk-integration	1	2	2	0	1.000000
dyn-legacy-tsv-schemas-codex	risk-integration	1	0	0	0	n/a
dyn-skill-harness-contract	architecture	1	5	0	4	0.000000
dyn-skill-harness-contract-codex	architecture	1	0	0	0	n/a
