archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	2	2	0.500000
correctness	correctness	1	3	2	0	0.666667
edge-cases	correctness	1	3	2	1	0.666667
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	6	1	3	0.166667
testing	risk-integration	1	2	2	0	1.000000
dyn-dedup-robustness	risk-integration	1	3	1	2	0.333333
dyn-dedup-robustness-codex	risk-integration	1	0	0	0	n/a
dyn-pricing-authority	architecture	1	2	0	2	0.000000
dyn-pricing-authority-codex	architecture	1	0	0	0	n/a
