archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	3	3	0	1.000000
correctness	correctness	1	2	1	0	0.500000
edge-cases	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	3	3	0	1.000000
testing	risk-integration	1	3	3	0	1.000000
testing	risk-integration	1	2	2	0	1.000000
dyn-preflight-gates	correctness	1	2	2	0	1.000000
dyn-preflight-gates-codex	correctness	1	0	0	0	n/a
dyn-closeout-flow	risk-integration	1	2	2	0	1.000000
dyn-closeout-flow-codex	risk-integration	1	0	0	0	n/a
dyn-migration-surface	architecture	1	4	0	0	0.000000
dyn-migration-surface-codex	architecture	1	0	0	0	n/a
