archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	4	4	0	1.000000
edge-cases	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	3	3	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	4	4	0	1.000000
dyn-plan-cli-contracts	correctness	1	2	2	0	1.000000
dyn-plan-cli-contracts-codex	correctness	1	0	0	0	n/a
dyn-retired-path-sweep	risk-integration	1	7	5	0	0.714286
dyn-retired-path-sweep-codex	risk-integration	1	0	0	0	n/a
dyn-artifact-security	security	1	2	2	0	1.000000
dyn-artifact-security-codex	security	1	0	0	0	n/a
