plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-requirements	cursor-plan-requirements	cursor	<TMPDIR>/cursor-plan-requirements-output.txt	ok
plan-dyn-agent-lint-partition	dyn-cursor-plan-agent-lint-partition	cursor	<TMPDIR>/cursor-plan-dyn-agent-lint-partition-output.txt	ok
plan-arch	codex-plan-arch	cursor	<TMPDIR>/codex-primary-plan-arch-output.txt	reused	cursor-plan-arch
plan-edge	codex-plan-edge	cursor	<TMPDIR>/codex-primary-plan-edge-output-phase2.txt	ok
plan-pragmatic	codex-plan-pragmatic	cursor	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	reused	cursor-plan-pragmatic
plan-requirements	codex-plan-requirements	cursor	<TMPDIR>/codex-primary-plan-requirements-output.txt	reused	cursor-plan-requirements
plan-dyn-stale-coordinates	dyn-codex-plan-stale-coordinates	cursor	<TMPDIR>/codex-primary-plan-dyn-stale-coordinates-output-phase2.txt	ok
plan-dyn-agent-lint-partition	dyn-codex-plan-agent-lint-partition	cursor	<TMPDIR>/codex-primary-plan-dyn-agent-lint-partition-output.txt	reused	dyn-cursor-plan-agent-lint-partition
