archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	0	0	0	n/a
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	5	0	5	0.000000
edge-cases	correctness	1	1	0	1	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	0	1	0.000000
dyn-makefile-migration-risk	risk-integration	1	1	0	0	0.000000
dyn-makefile-migration-risk-codex	risk-integration	1	0	0	0	n/a
dyn-script-design	architecture	1	0	0	0	n/a
dyn-script-design-codex	architecture	1	0	0	0	n/a
dyn-test-migration-fidelity	risk-integration	1	2	0	1	0.000000
dyn-test-migration-fidelity-codex	risk-integration	1	0	0	0	n/a
dyn-ci-migration	risk-integration	1	5	0	1	0.000000
dyn-ci-migration-codex	risk-integration	1	0	0	0	n/a
dyn-skill-design	architecture	1	1	0	1	0.000000
dyn-skill-design-codex	architecture	1	0	0	0	n/a
