archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	4	0	1.000000
correctness	correctness	1	4	3	0	0.750000
testing	risk-integration	1	6	5	0	0.833333
security	security	1	0	0	0	n/a
edge-cases	correctness	1	1	1	0	1.000000
plan-fidelity	architecture	1	3	3	0	1.000000
dyn-fallback-state-isolation	correctness	1	2	2	0	1.000000
dyn-merge-tier4-coverage	correctness	1	2	2	0	1.000000
dyn-extract-patch-awk	correctness	1	3	3	0	1.000000
dyn-artifact-overwrite-observability	risk-integration	1	4	4	0	1.000000
