archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	3	2	0	0.666667
correctness	correctness	1	3	3	0	1.000000
testing	risk-integration	1	3	3	0	1.000000
security	security	1	4	2	0	0.500000
edge-cases	correctness	1	3	3	0	1.000000
plan-fidelity	architecture	1	3	2	0	0.666667
dyn-resume-state	correctness	1	1	1	0	1.000000
dyn-github-pr	risk-integration	1	1	1	0	1.000000
dyn-state-file	security	1	1	1	0	1.000000
dyn-counter-limits	correctness	1	1	1	0	1.000000
dyn-postmerge-idem	architecture	1	2	1	0	0.500000
dyn-oos-skip	risk-integration	1	1	1	0	1.000000
