archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	4	0	1	0.000000
security	security	1	1	1	0	1.000000
correctness	correctness	1	5	0	0	0.000000
correctness	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	2	1	0	0.500000
dyn-call-site-parity	architecture	1	1	0	0	0.000000
dyn-call-site-parity-codex	architecture	1	0	0	0	n/a
dyn-format-compat	risk-integration	1	0	0	0	n/a
dyn-format-compat-codex	risk-integration	1	0	0	0	n/a
