archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	0	0	0	n/a
security	security	1	0	0	0	n/a
correctness	correctness	1	1	0	0	0.000000
correctness	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	1	0	0	0.000000
edge-cases	correctness	1	1	0	0	0.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	1	0	0	0.000000
dyn-reference-integrity	architecture	1	1	0	0	0.000000
dyn-reference-integrity-codex	architecture	1	0	0	0	n/a
dyn-call-site-coverage	correctness	1	0	0	0	n/a
dyn-call-site-coverage-codex	correctness	1	0	0	0	n/a
