archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	5	3	0	0.600000
correctness	correctness	1	3	3	0	1.000000
testing	risk-integration	1	5	4	0	0.800000
security	security	1	2	1	0	0.500000
edge-cases	correctness	1	5	5	0	1.000000
plan-fidelity	architecture	1	0	0	0	n/a
dyn-oos-pipeline	risk-integration	1	2	2	0	1.000000
dyn-shell-portability	correctness	1	0	0	0	n/a
dyn-counter-parity	correctness	1	0	0	0	n/a
dyn-harness-coverage	code-quality	1	3	3	0	1.000000
