archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
security	security	1	2	1	1	0.500000
security	security	1	1	1	0	1.000000
correctness	correctness	1	2	1	0	0.500000
correctness	correctness	1	2	2	0	1.000000
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	2	2	0	1.000000
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	2	2	0	1.000000
dyn-delegation-errors	risk-integration	1	1	0	1	0.000000
dyn-delegation-errors-codex	risk-integration	1	0	0	0	n/a
dyn-bash32-compat	code-quality	1	0	0	0	n/a
dyn-bash32-compat-codex	code-quality	1	0	0	0	n/a
dyn-behavioral-regression	risk-integration	1	2	0	1	0.000000
dyn-behavioral-regression-codex	risk-integration	1	0	0	0	n/a
