plan-arch	cursor-plan-arch	cursor	<TMPDIR>/cursor-plan-arch-output.txt	ok
plan-arch	codex-plan-arch	codex	<TMPDIR>/codex-primary-plan-arch-output.txt	ok
plan-edge	cursor-plan-edge	cursor	<TMPDIR>/cursor-plan-edge-output.txt	ok
plan-edge	codex-plan-edge	codex	<TMPDIR>/codex-primary-plan-edge-output.txt	ok
plan-innovation	cursor-plan-innovation	cursor	<TMPDIR>/cursor-plan-innovation-output.txt	ok
plan-innovation	codex-plan-innovation	codex	<TMPDIR>/codex-primary-plan-innovation-output.txt	ok
plan-pragmatic	cursor-plan-pragmatic	cursor	<TMPDIR>/cursor-plan-pragmatic-output.txt	ok
plan-pragmatic	codex-plan-pragmatic	codex	<TMPDIR>/codex-primary-plan-pragmatic-output.txt	ok
plan-requirements	cursor-plan-requirements	cursor	<TMPDIR>/cursor-plan-requirements-output.txt	ok
plan-requirements	codex-plan-requirements	codex	<TMPDIR>/codex-primary-plan-requirements-output.txt	ok
plan-dyn-collector-sentinel-vars	dyn-cursor-plan-collector-sentinel-vars	cursor	<TMPDIR>/cursor-plan-dyn-collector-sentinel-vars-output.txt	ok
plan-dyn-collector-sentinel-vars	dyn-codex-plan-collector-sentinel-vars	codex	<TMPDIR>/codex-primary-plan-dyn-collector-sentinel-vars-output.txt	ok
plan-dyn-test-scope-completeness	dyn-cursor-plan-test-scope-completeness	cursor	<TMPDIR>/cursor-plan-dyn-test-scope-completeness-output.txt	ok
plan-dyn-test-scope-completeness	dyn-codex-plan-test-scope-completeness	codex	<TMPDIR>/codex-primary-plan-dyn-test-scope-completeness-output.txt	ok
