archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	3	0	0.750000
correctness	correctness	1	5	5	0	1.000000
testing	risk-integration	1	5	5	0	1.000000
security	security	1	3	0	0	0.000000
edge-cases	correctness	1	6	5	0	0.833333
plan-fidelity	architecture	1	1	1	0	1.000000
dyn-bash-runtime	correctness	1	3	3	0	1.000000
dyn-release-state	risk-integration	1	4	4	0	1.000000
dyn-sparse-cone	architecture	1	3	2	0	0.666667
dyn-hook-failopen	risk-integration	1	2	1	1	0.500000
dyn-harness-hermeticity	correctness	1	3	3	0	1.000000
