archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	8	4	0	0.500000
correctness	correctness	1	4	4	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	3	2	0	0.666667
edge-cases	correctness	1	5	2	0	0.400000
plan-fidelity	architecture	1	3	3	0	1.000000
dyn-token-pricing	correctness	1	2	2	0	1.000000
dyn-quiet-fd	risk-integration	1	1	0	0	0.000000
dyn-issue-body	security	1	2	2	0	1.000000
dyn-scan-pipeline	correctness	1	1	0	0	0.000000
dyn-plot-isolation	architecture	1	2	0	0	0.000000
dyn-ci-surface	risk-integration	1	3	3	0	1.000000
