archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	1	0	0.250000
correctness	correctness	1	4	4	0	1.000000
edge-cases	correctness	1	4	0	0	0.000000
edge-cases	correctness	1	3	2	0	0.666667
testing	risk-integration	1	4	0	0	0.000000
testing	risk-integration	1	3	2	0	0.666667
generic	code-quality	1	3	2	0	0.666667
dyn-dyn-ledger-recovery	correctness	1	5	3	0	0.600000
dyn-dyn-ledger-recovery-codex	correctness	1	0	0	0	n/a
dyn-dyn-skill-orchestrator	risk-integration	1	5	1	2	0.200000
dyn-dyn-skill-orchestrator-codex	risk-integration	1	0	0	0	n/a
