archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	4	2	1	0.500000
correctness	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	5	3	2	0.600000
edge-cases	correctness	1	4	4	0	1.000000
testing	risk-integration	1	3	2	0	0.666667
testing	risk-integration	1	3	3	0	1.000000
dyn-lifecycle-parity	correctness	1	5	5	0	1.000000
dyn-lifecycle-parity-codex	correctness	1	0	0	0	n/a
dyn-launcher-cutover	risk-integration	1	3	3	0	1.000000
dyn-launcher-cutover-codex	risk-integration	1	0	0	0	n/a
dyn-retirement-coverage	code-quality	1	4	2	1	0.500000
dyn-retirement-coverage-codex	code-quality	1	0	0	0	n/a
